,Time,Sender,Sender_type,Content
350,0:06:00,DarkenRahly,subscriber,go niker le record se soir man
351,0:06:03,DieuLoutre,none,et bonsoir !
352,0:06:04,h3ylloo,none,@sarukog Salut VoHiYo
353,0:06:07,Akiyumaa,subscriber,bonsoir !
354,0:06:10,Sarukog,moderator,@h3ylloo sardWeeb
355,0:06:10,bribsbzh,subscriber,salut zrtOss
356,0:06:11,akatsouki11,subscriber,Le nom d menu pdt le formatage js mort LUL
357,0:06:12,fanfanfaron,premium,go dark soulaisse
358,0:06:13,Triestos,subscriber,Y'avais des problèmes sur ta belle bête ?
359,0:06:13,kakaouet88,subscriber,bye le virus midir
360,0:06:14,artangard,none,DarkMode DarkMode DarkMode DarkMode
361,0:06:16,padepanic,none,Du coup t'as pas les splits de la derniere run ?
362,0:06:16,neyykk,none,pendant ton sommeil ?
363,0:06:16,DarkenRahly,subscriber,comment on fait pour passer en 1.12 ?
364,0:06:17,Sarukog,moderator,Le son des alertes est giga bas
365,0:06:18,10baaa,subscriber,Je vais même pas avoir le temps de regarder une run tes venu trop tard sard :(
366,0:06:21,momss38,subscriber,c'est un pc de la naza aussi
367,0:06:22,ClemyG,none,bonsoiir
368,0:06:22,Naktums,none,LUL
369,0:06:22,LaieonKR,none,yooo sard
370,0:06:24,wilouxsan,subscriber,T’as touché au BIOS?
371,0:06:24,trizouux,premium,Au Max pour fun DS
372,0:06:26,6lack___,none,et là le RNG va te niquer ta journée LUL @Sardoche
373,0:06:26,DylaanBn,subscriber,Flou
374,0:06:27,Alturnox,subscriber,Le formatage tous les 2 semaines on connait
375,0:06:29,BEN_ONLIVE,none,On voit ton micro dans le coin droit de ton écran
376,0:06:34,Florelsan,none,plus de 1080p ?
377,0:06:35,leboeufbourguignons,subscriber,focus cam
378,0:06:37,TheOgus,subscriber,Le focus @Sardoche
379,0:06:38,SomaliPirat1,none,cam floue
380,0:06:38,Sarukog,moderator,Ultra bas
381,0:06:39,Napoopan,subscriber,saloperie de MIDIR
382,0:06:40,Cake_au_Tuc,premium,la famosa optimisation avec le script d'Anga
383,0:06:40,Sarukog,moderator,??
384,0:06:41,heimatt27,none,c'est bas
385,0:06:41,DylaanBn,subscriber,Pas de son
386,0:06:42,ludzs,subscriber,Hyper bas
387,0:06:42,CriticalClafouty,subscriber,Bonsoir
388,0:06:43,didade_,premium,giga faible
389,0:06:43,PikouzZ38,subscriber,bas
390,0:06:44,Jozef_Linnocent,none,On entend rien
391,0:06:44,sh1shqq,none,"petit point concernant la stamina des bosses : tous les bosses ont une stamina fixée à 50 points; qui ne baisse pas quand le boss lance un coup : cette stat est juste un ""placeholder"" pour les bosses ==> ton bug d'hier devait venir d'autre chose !"
392,0:06:45,Cardi_Chou,none,ultra bas
393,0:06:45,kakaouet88,subscriber,le son est faible
394,0:06:45,uykraps,premium,quentin suce moi1
